COD_DANE|EVALUADOS|PARTICIPANTES|COPIA|PESO|PROMEDIO|ERROR_ESTANDAR|DESVIACION|INSUFICIENTE|MINIMO|SATISFACTORIO|AVANZADO
105001000931|169|169|0|169|293|0|55|41|37|15|7
105001000396|108|108|0|108|288|1,68367|61|45|38|9|7
105001001155|127|127|1|124|282|0|62|53|27|13|7
105001001236|176|176|0|175|258|1,02041|45|74|19|7|1
105001001279|118|118|0|118|284|0,61224|53|44|39|14|3
105001001317|91|91|0|91|305|0,61224|55|33|42|15|10
105001001368|22|22|1|22|306|5,15306|49|27|41|32|0
105001002038|132|132|0|132|265|1,53061|58|63|27|5|6
105001002496|57|57|0|56|331|1,47959|60|21|32|25|21
105001005291|101|101|0|101|286|2,14286|67|55|21|15|9
105001003123|39|39|1|38|291|0|62|47|26|18|8
105001003425|168|168|0|168|278|0,5102|49|54|32|12|2
105001006718|212|212|0|211|287|0,71429|54|45|41|10|5
105001007188|131|131|0|128|294|1,07143|55|40|41|13|6
105001007218|205|205|0|199|266|0,76531|49|62|30|7|2
105001010111|97|97|0|97|284|2,2449|64|55|25|13|7
105001010855|73|73|0|73|263|2,60204|67|67|21|4|8
105001010928|61|61|0|60|300|2,85714|65|42|25|20|13
105001011070|211|211|1|211|268|1,93878|57|60|27|10|4
105001013072|134|134|1|133|289|0,61224|57|41|38|16|5
105001013439|68|68|0|68|283|2,29592|58|53|28|13|6
105001013633|73|73|0|45|265|2,19388|60|67|20|9|4
105001015148|63|63|0|63|266|1,93878|63|67|19|8|6
105001017876|56|56|0|29|251|2,85714|40|79|14|7|0
105001019011|92|92|0|92|238|1,47959|48|80|17|2|0
105001019143|86|86|0|86|268|1,12245|50|63|26|11|1
105001019305|36|36|1|36|265|3,26531|42|69|22|8|0
105001025771|188|188|1|188|257|1,07143|53|68|26|5|2
205001001966|28|28|1|28|317|0|70|29|25|32|14
205001002768|27|27|0|26|263|4,4898|54|69|19|8|4
205001006232|114|114|0|114|257|1,32653|52|73|20|4|4
205001001389|34|34|0|34|303|3,26531|70|41|24|21|15
105001026662|69|69|0|67|246|1,58163|43|76|22|2|0
205001009916|35|35|0|33|279|1,88776|48|49|39|9|3
205001019989|98|98|0|98|279|1,68367|65|57|26|10|7
305001025860|3|3|0|3|369|0|37|0|0|67|33
305001025894|4|4|0|4|257|0|65|75|0|25|0
305001026041|2|2|0|2|408|0|172|0|50|0|50
305001004943|63|63|0|63|340|1,37755|63|16|32|30|22
105002000047|92|92|0|91|298|1,22449|59|42|31|21|7
305001004994|32|32|0|32|315|2,29592|54|28|25|41|6
305001003599|86|86|0|86|354|0,81633|72|14|26|23|37
305001005125|13|13|0|13|261|4,79592|47|69|23|8|0
305001005176|56|56|0|56|365|0|69|7|21|32|39
305001022135|64|64|1|59|360|5,5102|70|19|9|34|39
305001005567|131|131|0|131|382|0,91837|72|7|24|20|50
305001022496|15|15|0|15|432|0|62|0|7|13|80
305001003963|263|263|0|263|338|0,56122|74|21|28|23|27
305001006458|21|21|0|21|263|0|51|57|38|5|0
305001004200|105|105|0|105|385|0|81|10|22|17|51
305001004218|71|71|0|71|301|0,81633|59|37|34|23|7
305001007306|26|26|0|26|335|2,19388|58|8|46|19|27
305001018022|51|51|0|51|252|3,77551|49|73|26|2|0
305001024419|26|26|0|26|252|0|56|69|19|12|0
305001018898|4|4|0|3|394|0|38|0|0|33|67
305001010358|24|24|0|24|331|0|56|21|25|38|17
305045000635|64|64|0|64|343|1,68367|64|17|30|28|25
305045000899|45|45|0|45|287|2,85714|60|36|47|13|4
305001003505|18|18|0|18|341|3,92857|72|17|33|28|22
205086000092|29|29|0|26|329|0|47|12|42|42|4
105051000028|140|140|0|140|293|1,07143|63|43|34|14|9
105088000338|180|180|0|174|251|0,91837|40|79|20|1|0
305042000707|17|17|0|17|338|9,64286|91|24|29|24|24
205051001339|47|47|1|46|268|0|49|54|35|11|0
205051001959|83|83|1|82|266|0,96939|45|65|28|6|1
205031000191|50|50|0|46|304|0,71429|59|35|33|22|11
105088000532|102|102|1|102|296|1,73469|61|46|30|14|10
105034000278|81|81|0|79|309|3,41837|66|32|37|19|13
105045000601|88|88|0|82|296|2,55102|69|35|42|12|11
205059000072|14|14|0|14|263|0|35|64|36|0|0
205034000329|44|44|0|44|298|2,95918|68|46|25|21|9
205045000134|173|173|0|173|271|1,32653|56|61|26|9|4
105088001512|179|179|1|179|289|0,71429|54|41|40|16|3
205045000665|23|23|0|23|255|3,97959|59|83|9|0|9
305079000901|11|11|0|11|372|0|72|9|9|55|27
105154002451|197|197|1|197|277|0|56|52|32|12|4
105120000345|214|214|0|214|275|1,02041|57|57|30|10|3
205154000225|26|26|0|26|268|0|46|65|27|8|0
205120000315|31|31|0|31|284|4,28571|56|48|42|3|7
105147000045|187|187|1|186|301|3,16327|65|39|29|21|11
205120000986|60|60|0|60|302|0|89|45|23|15|17
205154002015|164|164|1|164|305|0,86735|56|37|32|21|10
305088002950|148|148|1|148|276|0,61224|58|53|35|7|5
205147000112|63|63|0|63|266|1,37755|52|62|30|5|3
105088002829|130|130|0|125|308|1,53061|52|27|39|28|6
305088020551|76|76|0|76|307|2,90816|66|28|49|11|13
205147000643|22|22|0|21|252|2,85714|55|67|29|5|0
105129000208|134|134|0|133|299|1,02041|63|33|42|14|11
105129000534|191|191|0|183|324|0,5102|66|24|35|23|18
205093000171|33|33|1|24|339|3,67347|63|13|42|25|21
205129000121|67|67|1|66|305|1,02041|48|24|55|14|8
305129000002|67|67|0|67|354|1,42857|56|8|28|31|33
305088000035|51|51|0|51|318|1,58163|59|28|33|22|18
105101000717|84|84|1|80|278|2,44898|56|54|33|9|5
105138000121|116|116|0|113|281|1,37755|61|51|32|11|6
305088000698|88|88|0|88|332|0|74|24|30|21|26
205250000813|34|34|1|34|255|3,82653|58|77|9|12|3
305266019969|3|3|0|3|332|0|65|0|67|0|33
305212000057|35|35|0|35|302|2,7551|70|46|20|23|11
305212000910|17|17|0|16|318|3,0102|51|25|38|25|13
105284000575|54|54|1|54|296|2,14286|59|41|37|15|7
105234000086|103|103|0|101|286|1,53061|58|48|32|14|7
205172000208|30|30|0|30|313|2,55102|56|23|43|20|13
105284000800|60|60|0|60|294|2,70408|59|37|37|22|5
305172001403|40|40|1|39|278|6,17347|55|56|26|13|5
105266001203|76|76|0|75|278|0,56122|43|51|36|11|3
105197000160|128|128|0|122|291|1,9898|64|48|29|14|9
205284000162|22|22|0|22|274|3,82653|40|59|32|9|0
205209000122|34|34|0|34|268|2,14286|51|68|21|9|3
205209000246|41|41|0|41|272|0,45918|44|61|27|12|0
105425000019|57|57|0|55|299|3,11224|51|35|38|20|7
205347000095|20|20|0|20|290|3,57143|58|45|45|0|10
305360000341|20|20|0|20|391|0|46|0|10|35|55
305376000700|14|14|0|14|347|2,70408|39|0|43|36|21
105360000024|121|121|0|116|296|1,83673|60|42|29|22|7
305360001526|7|7|1|6|341|0|25|0|33|50|17
105440000386|123|123|0|120|309|1,12245|57|27|37|28|8
305001014892|32|32|1|32|329|3,52041|68|31|16|31|22
305308000520|23|23|0|23|325|0|47|13|35|44|9
305380000046|24|24|0|20|321|0|87|35|25|25|15
205361001029|65|65|0|65|280|1,63265|57|49|39|5|8
305380019430|79|79|0|79|301|0,81633|65|35|29|25|10
105360001390|30|30|0|29|300|1,9898|59|38|35|21|7
105376000113|145|145|0|140|317|0,86735|57|24|39|29|9
205360000151|99|99|0|98|282|1,47959|63|50|36|9|5
305400000404|15|15|0|15|379|0|61|7|13|27|53
205387000047|36|36|0|36|264|0|47|69|22|8|0
205387000128|37|37|0|37|296|4,69388|57|49|35|5|11
205440000267|73|73|0|71|303|0,91837|68|38|32|18|11
205490001353|38|38|1|38|291|0|62|50|26|11|13
305631000113|83|83|1|83|350|0|61|15|28|27|31
205604001014|47|47|0|47|277|0,76531|48|57|32|6|4
205495000711|63|63|0|63|276|1,37755|65|49|32|11|8
205541000403|53|53|0|47|281|1,22449|58|51|34|13|2
105490000018|128|128|0|128|276|1,47959|58|54|33|9|4
105490000026|130|130|0|130|273|0,35714|53|57|33|9|2
105579000305|108|108|0|108|267|1,73469|60|63|22|9|6
205615000010|21|21|0|21|285|1,68367|36|38|57|5|0
405615000906|28|28|0|27|340|3,72449|62|19|22|33|26
205490000519|17|17|0|17|290|3,11224|51|35|47|12|6
105837000153|105|105|0|105|265|0,5102|52|63|28|8|2
105837003870|128|128|0|128|256|0,61224|44|68|29|3|0
205756000668|96|96|0|96|294|1,17347|57|42|34|17|7
205756000684|2|2|0|2|265|0|16|100|0|0|0
205665000789|38|38|0|38|258|1,53061|37|71|26|3|0
205197001047|21|21|0|20|319|0|88|35|25|0|40
305686000481|19|19|0|19|327|3,16327|61|21|37|16|26
105690000322|40|40|0|39|313|1,9898|57|36|28|21|15
205789000591|42|42|0|42|297|0|63|45|24|21|10
205665001301|39|39|0|39|248|3,62245|41|77|23|0|0
105790000184|180|180|0|180|265|1,37755|51|67|24|6|3
205690000386|38|38|0|38|303|1,58163|60|37|24|34|5
205051000758|88|88|0|88|244|1,88776|49|83|13|3|1
205051001401|61|61|1|61|257|3,21429|53|71|23|5|2
205642000242|52|52|0|52|275|1,93878|49|60|37|2|2
205837007268|116|116|1|113|271|0|47|55|36|8|1
205837000000|28|28|0|28|243|4,69388|44|79|18|4|0
205887001678|47|47|2|45|293|1,37755|62|40|38|11|11
108001000093|73|73|1|68|292|0|55|44|38|12|6
305887001788|29|29|0|29|317|2,39796|70|28|28|24|21
205842000425|24|24|0|24|322|0|51|17|46|17|21
105847000771|119|119|0|116|309|0,81633|68|35|34|16|15
205890000305|17|17|0|17|279|4,84694|54|65|12|24|0
205837002151|41|41|0|41|239|1,42857|39|88|12|0|0
205837002771|28|28|0|28|291|6,63265|91|57|18|11|14
205854000048|22|22|0|22|309|2,70408|61|27|41|23|9
108001002576|100|100|1|100|276|1,07143|53|58|29|10|3
305893001935|24|24|0|24|340|0|79|21|25|33|21
205837003670|63|63|0|63|253|1,53061|43|76|21|2|2
105895001119|76|76|0|76|255|1,88776|47|74|24|0|3
108001002266|66|66|1|66|323|1,78571|70|27|24|29|20
108001002606|66|66|0|66|358|1,53061|60|9|27|30|33
205837004366|94|94|1|94|263|1,17347|50|66|25|9|1
205895000354|47|47|0|47|265|1,73469|49|62|30|6|2
105873000232|68|68|0|68|257|1,12245|46|71|22|6|2
108001002282|129|129|0|129|325|0,5102|64|23|36|23|18
205837005524|84|84|1|84|249|1,17347|54|74|20|5|1
108001079285|109|109|1|109|274|1,27551|52|59|29|7|5
108001003122|90|90|0|90|309|1,12245|52|30|43|17|10
108001018464|95|95|1|93|291|0,5102|50|42|41|10|8
108001073384|21|21|0|21|376|3,97959|41|0|10|52|38
108001003190|148|148|1|148|320|0,86735|56|22|37|31|10
208001076825|98|98|0|98|320|0,96939|68|29|34|20|17
308001000122|18|18|0|18|343|0|54|11|33|28|28
108001003378|113|113|0|113|342|0|73|22|24|26|28
108001003475|57|57|0|57|285|2,2449|66|47|32|12|9
108001003548|100|100|0|99|303|0,71429|71|36|30|21|12
108001009252|78|78|0|78|257|0,66327|51|73|21|5|1
108001009261|136|136|1|136|297|0,96939|59|38|40|15|7
108001076880|143|143|1|143|265|1,02041|52|60|31|6|4
108001002975|118|118|0|118|261|0,86735|53|70|22|5|3
108001003009|66|66|0|66|286|0|56|49|29|20|3
108001003998|137|137|1|137|304|0,5102|51|34|37|24|4
108001004617|98|98|0|97|288|1,47959|74|49|28|12|11
308001018650|10|10|0|10|388|0|64|10|0|30|60
308001004829|11|11|0|11|293|5,35714|45|36|36|27|0
308001019133|25|25|0|25|286|0|61|48|32|12|8
308001019290|5|5|0|5|356|0|28|0|20|40|40
308001000432|37|37|0|34|326|0|71|24|38|18|21
308001012091|124|124|0|124|291|0,61224|56|44|40|11|6
308001005311|17|17|0|17|319|3,92857|42|18|47|29|6
308001000688|15|15|0|15|345|3,82653|43|0|40|47|13
308001006961|5|5|0|1|322|0|0|0|100|0|0
308001013682|20|20|0|20|328|2,44898|50|20|30|35|15
308001007186|22|22|0|22|336|2,80612|64|14|36|32|18
308001075866|16|16|0|16|324|0|38|13|44|38|6
308001015600|12|12|0|12|388|0|46|0|17|33|50
308001074096|22|22|0|16|323|0|46|19|38|31|13
308001075441|19|19|0|19|291|3,62245|51|37|37|26|0
308001002036|36|36|0|36|354|0|61|6|36|31|28
308001004144|30|30|0|30|334|2,55102|77|27|33|17|23
108560000141|115|115|0|114|250|0,86735|44|79|16|5|0
108421000013|81|81|0|81|261|0|54|65|22|11|1
208421000034|39|39|1|39|281|2,70408|56|49|33|15|3
308433000891|22|22|0|22|438|5|81|5|0|18|77
308433001171|41|41|0|41|357|0|64|15|17|32|37
308078000834|18|18|0|17|350|0|70|18|24|24|35
308433001278|8|8|0|8|436|0|20|0|0|0|100
308001012805|15|15|0|14|447|0|71|0|0|21|79
308421000274|19|19|0|19|334|0|69|11|47|21|21
108433000027|82|82|0|74|257|1,12245|44|69|26|5|0
308001077976|3|3|0|3|315|0|54|33|33|33|0
308433075921|7|7|0|7|328|0|55|29|14|43|14
308001078261|74|74|0|74|382|0|78|10|19|22|50
308141000131|26|26|0|26|247|0|56|77|15|4|4
108433001139|82|82|1|82|275|0|52|60|26|11|4
108433001155|71|71|1|71|267|1,58163|57|62|24|11|3
308433000131|85|85|0|85|330|0|60|22|33|24|21
408001077707|10|10|0|10|441|0|55|0|0|10|90
308433000344|125|125|0|124|403|0,35714|46|1|5|27|67
308520000181|2|2|0|2|344|0|8|0|0|100|0
308001077184|44|44|0|42|394|0|52|0|5|43|52
108638000810|220|220|1|220|271|0|54|65|21|11|4
308001073952|43|43|0|43|426|2,14286|66|0|7|19|74
108638000982|120|120|1|120|272|0,56122|53|60|28|7|5
208638000059|55|55|0|55|237|0,81633|46|84|15|2|0
308758001011|17|17|0|17|298|3,87755|68|41|24|29|6
308758001061|39|39|0|38|317|1,27551|50|24|34|37|5
108758000163|52|52|0|50|278|0,91837|47|46|48|4|2
108758000180|44|44|0|32|311|4,84694|71|44|13|28|16
308758001134|87|87|1|86|273|0,61224|53|56|28|14|2
108606000125|131|131|0|131|239|1,12245|40|86|12|2|0
308758002777|3|3|0|3|339|0|30|0|67|33|0
308758002785|1|1|0|1|422||0|0|0|0|100
208606000081|57|57|1|57|278|1,9898|58|54|30|11|5
308758002025|6|6|0|6|367|0|98|33|0|0|67
308758002165|3|3|0|3|239|0|26|100|0|0|0
308685000282|18|18|0|18|300|0|53|33|44|17|6
308685000380|3|3|0|3|320|0|23|0|67|33|0
108758800071|112|112|0|112|253|0|42|74|21|5|0
111001010731|152|152|0|152|293|0,81633|63|47|27|17|9
208832000001|32|32|0|32|309|2,55102|59|34|31|22|13
208832000141|38|38|0|38|257|2,14286|53|68|21|8|3
308758076981|5|5|0|5|389|0|75|0|20|40|40
308758004206|27|27|1|27|373|0|47|4|11|44|41
308758004265|21|21|0|21|314|0|55|29|38|24|10
308758004303|38|38|0|38|311|0|73|37|32|16|16
308758077062|6|6|1|6|345|0|68|17|17|17|50
308758077071|5|5|0|5|285|7,95918|29|60|40|0|0
111001000132|232|232|0|232|314|1,02041|62|28|35|28|9
308758077213|8|8|0|8|247|0|44|88|0|13|0
308758076053|5|5|0|5|407|0|58|0|20|20|60
308758076061|32|32|0|32|319|0|79|34|25|19|22
111001001538|102|102|0|101|333|1,58163|63|18|35|26|22
308758077866|28|28|0|28|340|2,14286|61|14|43|21|21
308758076207|11|11|0|11|372|0|66|18|9|18|55
308758078196|10|10|0|10|306|8,36735|65|20|40|40|0
308758003358|13|13|0|13|302|0|56|31|39|23|8
308758076401|15|15|0|15|279|0|51|60|27|7|7
308758078722|13|13|0|13|314|5|68|39|23|23|15
108770000012|172|172|0|172|273|0,5102|54|59|25|14|2
308758076720|30|30|0|30|374|1,93878|59|7|17|23|53
111001010031|325|325|0|323|317|0,56122|65|29|31|24|16
308758003960|12|12|0|12|471|0|48|0|0|0|100
308758003994|7|7|0|7|384|6,32653|47|0|14|29|57
111001015598|183|183|1|171|289|1,17347|68|43|33|16|8
111001011321|136|136|0|130|279|1,53061|66|50|30|15|5
111001015776|101|101|0|101|341|2,60204|65|14|32|30|25
111001015814|122|122|0|109|317|0,76531|66|29|36|24|11
111001027405|153|153|0|146|300|0,66327|60|38|34|17|10
111001014028|56|56|0|56|296|1,53061|61|41|36|13|11
111001012271|245|245|1|245|284|0,86735|61|48|35|11|6
111001012343|232|232|1|232|307|0,61224|60|32|40|17|12
111001016101|119|119|0|119|329|0,45918|57|20|35|26|19
111001014214|264|264|0|254|299|1,02041|56|37|37|21|6
111001025216|115|115|1|110|262|1,17347|56|64|27|6|4
111001012459|128|128|0|127|324|0,56122|70|27|29|21|23
111001014524|153|153|1|153|311|0,61224|60|29|35|22|13
111001026069|147|147|0|147|333|0|67|23|29|28|20
111001018252|96|96|1|96|260|0,5102|51|69|21|9|1
111001014826|123|123|1|122|310|0,56122|72|34|33|18|16
111001018341|148|148|0|147|284|1,12245|53|46|37|14|3
111001026964|181|181|1|179|281|0,71429|62|48|34|13|5
111001014869|73|73|0|69|322|1,37755|56|17|45|25|13
111001033979|168|168|1|168|307|0|58|30|42|20|8
111001098876|122|122|0|122|295|1,12245|62|43|33|14|11
111001098884|126|126|0|126|305|0|48|32|44|18|6
111001098906|172|172|0|171|275|0,40816|53|57|29|9|4
111001034045|119|119|0|119|324|1,02041|62|19|42|26|13
111001046931|121|121|0|114|307|1,27551|63|36|33|18|13
111001098931|196|196|1|196|303|0,56122|54|37|36|20|7
111001047571|211|211|1|205|289|0,56122|55|45|36|15|4
111001086690|8|8|0|8|268|0|44|50|50|0|0
111001035602|89|89|0|89|285|1,12245|58|48|35|10|7
111001030066|270|270|0|270|295|0,86735|70|44|26|18|12
111001036781|291|291|1|291|295|0,40816|63|40|35|16|9
111001032280|159|159|0|159|286|0,56122|62|47|27|20|6
111001098825|161|161|0|161|307|1,37755|65|36|35|14|15
111001098841|91|91|0|89|323|0,71429|67|27|33|24|17
111769003416|193|193|0|193|305|1,22449|63|36|32|21|11
111001104272|156|156|0|151|321|0,71429|60|24|35|27|14
111001100056|119|119|0|119|367|0,81633|70|8|27|23|42
111001104299|319|319|0|319|281|0,30612|60|51|32|13|5
111848002115|76|76|0|76|374|0,91837|68|9|18|28|45
111001100072|120|120|0|120|352|0,81633|70|13|31|27|29
111001102059|144|144|1|144|285|1,07143|64|46|32|17|5
111001106950|239|239|0|237|295|0,61224|62|43|31|19|7
111001102075|120|120|0|115|286|2,65306|59|49|35|8|9
211102000243|390|390|0|390|297|0,5102|63|40|34|16|9
111001107069|147|147|0|145|306|1,22449|67|32|35|22|11
111279000168|268|268|1|263|297|0,71429|58|40|37|16|8
111001102105|144|144|1|144|267|0,76531|57|65|26|4|6
211850000043|1|1|0|1|299||0|0|100|0|0
111001107832|236|236|0|236|231|3,52041|88|68|23|7|2
211850000051|104|104|1|97|283|0,96939|56|50|35|10|5
211850000698|2|2|0|2|374|0|22|0|0|50|50
111850001428|122|122|1|122|289|1,47959|61|48|31|14|7
111001107883|236|236|0|236|309|0,40816|64|33|33|24|11
311001006407|18|18|0|18|328|3,31633|61|17|39|28|17
311001000450|66|66|0|66|327|0,96939|63|26|29|32|14
311001001839|106|106|0|106|372|1,42857|69|8|22|28|43
311001001871|32|32|0|32|347|0|73|19|31|13|38
311001004196|31|31|0|29|323|2,60204|56|21|35|31|14
311001006784|3|3|0|3|270|0|22|67|33|0|0
311001004706|117|117|0|117|357|1,07143|73|16|22|30|32
311001000727|83|83|0|83|359|0,76531|64|7|27|30|36
211850000981|70|70|1|69|257|0,86735|46|75|16|9|0
311001002428|19|19|1|17|368|6,12245|82|12|24|41|24
311001000921|79|79|0|79|312|0,86735|67|35|30|15|19
311001005583|12|12|0|12|311|0|54|25|42|25|8
311001000221|8|8|0|8|360|0|41|0|25|38|38
311001001332|40|40|0|40|328|1,68367|50|20|33|30|18
311001000298|8|8|0|8|420|0|48|0|0|13|88
311001000328|66|66|0|66|352|0|64|12|32|30|26
311001001618|42|42|0|42|341|0|60|17|26|38|19
311001008213|28|28|0|28|327|0|69|21|36|21|21
311001008523|63|63|0|62|340|1,07143|66|16|29|27|27
311001016976|31|31|0|31|344|0|64|19|29|16|36
311001017522|33|33|0|33|329|0|67|18|42|18|21
311001017727|32|32|0|32|325|2,70408|63|22|38|19|22
311001026670|26|26|1|26|293|3,11224|83|50|15|23|12
311001017832|13|13|0|13|325|4,69388|63|31|23|31|15
311001009376|6|6|0|6|375|0|34|0|0|67|33
311001019053|322|322|0|322|382|1,02041|71|7|21|21|51
311001027706|21|21|0|21|320|4,18367|65|29|29|24|19
311001027846|6|6|0|6|336|0|50|0|67|0|33
311001033366|59|59|1|59|343|0|65|12|39|25|24
311001028184|11|11|0|11|400|0|76|0|27|0|73
311001019690|65|65|0|65|358|1,07143|71|11|28|29|32
311001019843|24|24|0|23|436|0|62|0|4|22|74
311001029288|14|14|0|14|392|0|30|0|7|21|71
311001024472|23|23|0|23|287|2,65306|63|48|35|13|4
311001037507|18|18|0|18|357|0|49|6|28|39|28
311001044473|71|71|0|71|368|1,32653|68|4|32|30|34
311001038368|127|127|0|115|306|0,5102|65|34|32|25|9
311001044902|30|30|0|30|301|2,19388|68|37|33|23|7
311001042276|83|83|1|81|305|1,32653|63|36|37|14|14
311001045038|15|15|0|15|354|0|42|0|33|40|27
311001045071|12|12|0|12|301|0|80|50|33|0|17
311001034974|7|7|0|7|415|8,82653|66|0|0|43|57
311001039780|35|35|0|35|308|1,78571|63|26|37|31|6
311001045461|7|7|0|7|329|0|21|0|71|29|0
311001035300|37|37|0|37|360|0|81|11|41|19|30
311001042977|40|40|0|40|282|0|61|50|30|15|5
311001045623|19|19|0|19|327|2,65306|52|21|42|16|21
311001043736|32|32|0|32|352|0|56|9|31|34|25
311001036217|35|35|0|35|322|0|54|26|34|31|9
311001040354|27|27|0|23|368|0|50|0|22|44|35
311001036292|34|34|0|34|335|0|56|18|29|32|21
311001036519|26|26|0|26|335|0|57|15|39|27|19
311001046492|14|14|1|14|367|6,17347|55|0|21|50|29
311001046689|22|22|0|21|371|0|54|0|24|33|43
311001041067|35|35|1|35|340|0|68|20|26|26|29
311001041113|1|1|0|1|254||0|100|0|0|0
311001050228|38|38|0|36|354|0|56|8|25|36|31
311001050252|126|126|1|126|370|0,71429|62|7|18|36|39
311001075468|29|29|1|29|359|0|51|0|38|31|31
311001087059|18|18|0|18|470|0|43|0|0|0|100
311001050295|18|18|0|18|363|0|44|0|28|44|28
311001087130|7|7|0|7|414|0|59|0|14|0|86
311001075620|5|5|0|5|296|0|18|20|80|0|0
311001087253|35|35|0|35|357|0|71|11|17|43|29
311001076031|68|68|0|68|352|0|72|18|24|24|35
311001076316|16|16|0|16|359|3,67347|60|13|25|31|31
311001087491|23|23|0|22|391|0|71|0|23|32|46
311001089884|8|8|0|8|281|0|69|38|50|0|13
311001090611|6|6|0|6|355|9,28571|45|0|33|50|17
311001087768|19|19|0|19|327|4,89796|69|21|32|37|11
311001065039|17|17|0|8|375|9,4898|72|13|13|25|50
311001087792|11|11|0|11|307|0|44|18|64|9|9
311001087857|24|24|0|24|359|1,68367|41|0|29|46|25
311001088047|21|21|0|21|364|0|79|14|24|29|33
311001089655|21|21|0|21|369|0|59|0|33|24|43
311001076731|19|19|0|19|349|2,55102|50|11|32|26|32
311001090297|21|21|0|21|316|0|59|24|38|19|19
311001077541|17|17|0|17|312|9,28571|88|29|29|29|12
311001077681|31|31|0|31|419|0|51|0|3|19|77
311001089710|29|29|0|29|327|0|63|17|48|17|17
311001089744|5|5|0|5|465|10,45918|44|0|0|0|100
311001075034|98|98|0|98|271|0|53|57|29|13|1
311001075191|21|21|0|21|374|0|51|5|14|33|48
311001096783|20|20|0|20|342|5,5102|82|20|30|20|30
311001097062|12|12|0|12|415|0|62|0|8|17|75
311001097071|31|31|1|31|343|0|60|10|42|23|26
311001094721|21|21|0|21|338|4,08163|64|19|38|14|29
311001097178|18|18|0|18|309|6,22449|62|33|33|22|11
311001094993|22|22|0|22|361|0|62|14|23|27|36
311001097348|5|5|0|5|342|0|14|0|40|60|0
311001100551|13|13|0|13|288|0|57|39|46|15|0
311001097569|39|39|0|39|319|0|62|23|44|13|21
311001093199|4|4|0|4|321|7,19388|32|0|50|50|0
311001091129|94|94|1|94|364|0,91837|62|4|34|25|37
311001097691|22|22|0|22|386|0|62|0|23|27|50
311001091374|10|10|0|10|329|0|66|20|30|40|10
311001096112|20|20|1|20|336|0|34|0|45|50|5
311001098701|29|29|0|28|364|2,2449|64|11|21|36|32
311001096228|39|39|0|39|276|1,93878|54|59|21|18|3
311001099154|5|5|0|5|331|11,53061|48|20|20|60|0
311001096414|89|89|0|88|299|0|62|40|35|17|8
311001096759|26|26|1|26|371|0|49|0|19|46|35
311001094420|49|49|0|49|379|0|61|8|12|29|51
311001110131|33|33|0|33|371|2,09184|70|9|21|24|46
311001090793|52|52|0|51|339|2,2449|60|14|35|29|22
311001104441|27|27|0|27|363|0|56|4|26|37|33
311001105189|10|10|0|10|384|0|70|0|30|10|60
311001108340|149|149|0|149|323|0|74|28|29|24|19
311001100993|17|17|0|17|402|0|47|0|6|35|59
311001110395|24|24|1|24|421|2,39796|35|0|0|21|79
311001105341|7|7|0|7|411|0|40|0|0|29|71
311001108714|24|24|0|24|319|2,5|61|25|29|33|13
311001108749|25|25|0|25|312|4,03061|74|36|28|16|20
311001110662|13|13|0|13|287|0|56|54|31|8|8
311001101353|40|40|0|40|337|1,07143|44|8|45|30|18
311102000132|43|43|0|43|386|2,70408|69|5|19|35|42
311001109168|51|51|0|51|390|0|63|6|8|33|53
311001109176|17|17|0|17|357|4,4898|78|12|29|24|35
311001101825|46|46|0|46|371|0|68|4|33|28|35
311001101884|17|17|0|17|285|0|39|47|47|6|0
311001102325|8|8|0|8|322|0|50|13|63|13|13
311001106886|27|27|0|27|331|0|64|19|41|26|15
311001102520|3|3|0|3|296|0|26|33|67|0|0
311001109729|30|30|0|30|391|0|59|0|13|37|50
311001109753|5|5|0|5|325|0|61|40|0|40|20
311001107556|28|28|0|28|317|2,65306|75|25|54|11|11
311001107581|63|63|0|63|340|2,09184|79|24|35|21|21
311001109788|14|14|0|14|352|0|52|0|43|29|29
311769004233|59|59|1|59|310|1,07143|64|27|39|20|14
311848002271|60|60|1|60|406|0|71|3|12|18|67
311769000980|9|9|0|9|331|6,68367|47|11|33|33|22
311848002459|39|39|0|39|360|3,31633|68|10|21|33|36
311848002572|6|6|0|6|403|0|67|0|17|0|83
311848003111|7|7|0|1|366|0|0|0|0|100|0
311848000456|30|30|0|30|327|0|62|23|27|40|10
311279000876|31|31|0|30|352|2,09184|65|7|37|33|23
311848000596|13|13|0|13|289|6,17347|61|69|8|15|8
311848004176|36|36|0|36|331|0|72|14|36|31|19
311848004346|10|10|0|10|380|11,32653|88|10|20|20|50
411769000101|120|120|0|120|373|0|55|3|26|22|49
313001001076|54|54|0|54|351|0|72|22|20|17|41
313001001165|19|19|0|19|283|3,26531|63|53|26|16|5
311279000311|29|29|0|29|312|0|56|31|35|24|10
313001001181|139|139|0|139|284|0,91837|63|55|25|12|8
113001000771|202|202|0|202|265|0,71429|44|67|25|7|1
113001000879|187|187|0|187|254|1,42857|51|74|18|6|2
113001006800|139|139|1|139|288|0,81633|48|46|34|18|2
213001007231|245|245|0|245|254|0,96939|52|71|22|4|3
113001009281|89|89|1|89|258|0,81633|44|71|26|1|2
313001005985|33|33|0|33|358|1,58163|53|9|21|33|36
113001001727|167|167|0|167|250|0,5102|50|74|19|5|1
113001012427|93|93|1|92|287|0|47|46|35|19|1
313001003800|7|7|0|7|339|0|37|0|43|43|14
