ID_SEDE|CODIGO_DANE_SEDE|JORNADA|EVALUADOS|PARTICIPANTES|COPIA|INSUFICIENTE|MINIMO|SATISFACTORIO|AVANZADO
000005|166001004625|M|118|118|0|59|30|19|10
000007|105368000066|C|44|44|0|22|13|2|5
000011|113001013814|T|68|68|0|45|16|4|3
000014|111001076201|M|54|54|1|21|23|8|2
000018|111001010251|M|136|136|0|70|37|20|9
000019|111001010251|T|137|137|0|39|41|29|28
000023|111001010731|M|95|95|0|45|26|17|7
000024|111001010731|T|57|57|0|26|15|9|7
000035|111001011011|M|217|217|0|73|71|41|32
000036|111001011011|T|201|201|0|74|59|39|29
000045|111001011070|M|67|67|0|27|21|11|8
000046|111001011070|T|43|43|0|13|16|6|8
000056|111001011690|M|70|70|0|24|26|9|11
000057|111001011690|T|65|65|0|24|30|9|2
000060|111001011819|M|215|215|0|61|67|57|30
000066|105837006194|C|80|80|0|47|25|5|3
000072|168276001904|T|141|141|1|82|43|8|8
000076|168298000235|M|26|26|0|2|10|8|6
000084|105411000199|C|36|36|0|29|6|0|1
000089|105001002895|M|44|44|0|19|13|10|2
000097|217013000602|C|6|6|0|1|2|2|1
000098|217433000578|C|5|5|0|2|1|2|0
000116|111001076201|T|48|48|0|18|19|9|2
000117|111001076376|M|102|102|0|31|29|30|12
000118|111001076376|T|101|101|0|37|32|14|18
000120|111001076767|M|136|136|0|42|41|31|22
000121|111001076767|T|138|138|0|26|52|28|32
000122|111001076937|M|136|136|0|65|42|24|4
000123|111001076937|T|142|142|0|73|42|17|10
000125|111001077895|M|102|102|1|58|25|15|4
000126|111001077895|T|105|105|1|61|28|13|3
000127|111001077917|M|66|66|0|22|27|13|4
000128|111001077917|T|53|53|0|13|20|10|7
000129|111001078638|T|48|48|1|24|15|7|2
000132|111001083011|M|144|144|0|47|57|27|11
000133|111001083011|T|105|105|0|47|32|19|2
000141|115693000043|C|22|22|0|9|6|4|3
000144|115723000167|C|10|10|0|0|7|3|0
000151|123672000054|M|33|33|0|23|5|4|1
000152|123672000054|T|44|44|0|39|4|0|1
000160|119212000032|C|38|38|0|22|12|1|3
000164|119318000023|C|56|56|1|15|22|14|5
000165|111001092410|M|137|137|0|59|46|20|11
000174|125572000114|M|32|32|0|11|12|4|5
000182|119022001172|C|7|7|0|4|2|1|0
000187|113468000015|M|108|108|0|46|39|18|5
000191|170702002128|M|88|88|0|43|26|11|8
000192|170708000003|M|99|99|0|64|25|7|3
000193|170708000003|T|41|41|0|35|5|0|1
000194|170708000038|M|36|36|0|28|8|0|0
000195|170708000038|T|22|22|0|16|5|1|0
000197|170708000186|T|26|26|1|22|3|1|0
000198|170708000259|T|14|14|0|7|7|0|0
000199|123182000242|M|41|41|0|6|23|8|4
000201|123189000027|M|39|39|0|14|11|8|6
000208|115550000191|C|10|10|0|4|1|3|2
000214|168770000112|M|19|19|0|6|6|3|4
000230|111001034134|M|36|36|1|11|12|9|4
000231|111001034134|T|50|50|0|19|17|13|1
000233|111001034240|M|115|115|1|35|39|18|14
000247|108001003670|T|96|96|0|42|43|9|2
000253|111001015814|M|68|68|0|17|22|13|4
000254|111001015814|T|54|54|0|15|17|13|8
000257|105001021547|T|84|84|0|38|29|10|7
000260|105002000047|C|33|33|0|12|11|7|3
000261|105002000055|C|39|39|0|15|18|3|1
000264|105004000109|C|15|15|0|1|5|1|2
000265|105021000171|C|46|46|0|14|15|13|4
000268|111769003360|T|155|155|0|52|47|34|19
000282|166001006091|T|29|29|1|12|12|4|1
000287|225885001884|C|5|5|0|1|3|0|1
000288|111001034240|T|98|98|0|39|35|12|6
000289|111001034665|M|36|36|0|12|13|5|4
000309|125183000320|M|115|115|0|5|37|30|41
000329|141001001763|T|29|29|0|11|11|3|4
000334|111001011819|T|229|229|0|69|79|56|25
000337|123555000230|M|67|67|1|36|15|11|5
000338|123555000230|T|38|38|0|8|22|7|1
000340|123555000477|M|33|33|0|17|12|3|1
000341|123555000477|T|22|22|0|16|5|1|0
000347|141524000825|C|6|6|0|3|3|0|0
000349|115001000065|M|172|172|0|65|62|26|14
000359|120011001012|M|50|50|1|30|12|7|1
000360|120011001012|T|29|29|1|18|7|3|1
000364|120011001331|M|115|115|0|65|41|6|2
000365|120011001331|T|54|54|0|19|21|10|4
000372|115753000013|C|54|54|1|18|22|7|7
000375|105837000242|T|83|83|0|60|22|0|1
000394|125718000243|M|19|19|0|6|6|3|4
000412|141551000268|M|32|32|0|8|7|15|2
000425|141885000048|C|35|35|0|12|13|7|3
000429|115176000033|M|65|65|0|37|17|8|3
000430|115176000033|T|23|23|0|12|5|5|1
000443|120001003246|M|85|85|0|38|24|12|11
000444|120001003246|T|62|62|0|27|20|10|5
000452|123417000288|M|55|55|0|24|24|7|0
000453|123417000288|T|29|29|0|18|8|2|1
000458|119450000903|M|23|23|1|14|6|2|1
000466|115097000028|C|9|9|0|1|3|2|3
000467|115097000036|C|30|30|0|10|12|6|2
000473|123001004870|M|37|37|0|19|10|7|1
000475|123001005311|T|116|116|0|72|31|8|5
000482|147245000261|M|196|196|0|137|30|14|15
000483|147245000261|T|18|18|0|14|3|1|0
000490|152203000400|T|13|13|0|5|5|2|1
000492|147053001913|M|19|19|0|9|8|2|0
000507|117001001536|M|70|70|0|6|22|23|19
000508|117001001536|T|75|75|0|17|30|21|7
000519|120013000374|M|36|36|0|27|5|4|0
000520|120013000374|T|29|29|1|21|7|1|0
000532|168572000026|C|13|13|0|3|7|1|2
000533|168572000409|M|96|96|0|21|38|22|13
000549|108001003076|T|31|31|0|25|6|0|0
000554|108001003190|M|92|92|1|28|33|25|6
000561|241503000072|C|24|24|1|18|3|1|0
000562|125873000209|M|148|148|1|0|0|1|0
000568|108758000546|M|142|142|0|25|51|40|26
000569|108758000546|T|144|144|0|42|45|25|32
000573|105154001880|M|1|1|0|0|0|0|1
000576|105172000220|T|126|126|0|80|29|12|5
000577|105172000572|T|98|98|1|69|17|8|2
000583|113442000297|M|32|32|0|27|3|2|0
000586|117001006252|M|63|63|0|9|22|23|9
000593|115790000031|C|55|55|0|11|22|10|8
000605|218001002835|M|20|20|0|3|6|10|1
000606|217013000742|C|6|6|0|1|3|2|0
000607|218029000803|M|10|10|0|6|3|0|1
000609|208560000031|T|41|41|1|17|14|2|8
000612|205887001392|C|25|25|0|3|9|7|6
000613|217541000312|C|7|7|0|3|4|0|0
000638|120013000471|M|75|75|0|46|22|6|1
000639|120013000471|T|33|33|0|16|9|8|0
000641|215806000139|M|4|4|0|3|1|0|0
000644|217662002801|C|29|29|0|10|12|4|3
000646|215776000091|C|6|6|0|2|1|3|0
000653|276001011184|T|27|27|0|11|10|4|2
000699|447798000327|M|9|9|0|0|5|2|2
000704|354001003140|M|30|30|0|8|13|6|3
000719|111001107883|M|118|118|0|32|42|29|15
000720|315572000037|T|60|60|0|8|21|14|17
000726|325386000618|M|69|69|0|12|28|19|10
000769|376563000457|M|10|10|0|1|4|3|2
000772|441001002747|M|68|68|0|26|24|12|6
000773|441001002747|T|31|31|0|18|10|2|1
000786|168081000407|M|55|55|0|9|21|15|10
000797|350001001087|M|161|161|0|35|41|33|52
000814|244650000494|M|9|9|0|4|4|1|0
000837|447980003077|M|19|19|1|13|6|0|0
000838|450001001570|M|15|15|0|5|4|3|3
000875|376109010649|M|26|26|1|0|1|0|0
000876|283592003378|M|13|13|0|1|6|3|3
000896|352835006640|T|12|12|0|6|3|2|1
000972|223686000175|M|20|20|0|10|5|3|1
000979|352835004477|M|42|42|0|15|10|12|4
001149|105607000022|C|139|139|0|61|46|21|11
001164|117001000165|M|90|90|1|23|32|29|6
001173|166001002339|M|77|77|0|27|31|9|10
001174|166001002339|T|74|74|0|25|24|15|10
001183|150001000952|M|67|67|1|6|24|24|11
001184|150001000952|T|67|67|1|17|27|15|8
001194|125175000299|M|3|3|0|2|1|0|0
001198|150001001363|T|80|80|0|22|26|18|10
001199|150001001860|M|114|114|0|17|34|34|29
001200|150001001860|T|77|77|0|32|21|13|11
001201|147288000264|M|35|35|0|25|9|1|0
001205|163470000267|M|60|60|0|26|23|8|2
001209|163001002127|M|99|99|0|46|42|9|2
001223|108758000015|M|79|79|0|32|27|15|5
001224|108758000015|T|54|54|0|22|17|10|5
001226|108758000023|M|116|116|0|21|42|27|26
001235|141001001763|M|65|65|0|33|19|8|5
001260|118150000719|T|38|38|0|10|19|6|3
001268|108758000121|T|70|70|1|38|20|7|5
001269|108758000155|T|54|54|0|29|19|5|1
001271|105837003870|M|107|107|0|76|28|3|0
001274|117001004934|M|34|34|0|12|10|6|6
001279|117001006104|T|20|20|0|4|9|4|3
001295|105001001660|T|72|72|0|47|16|3|6
001305|217541001807|C|6|6|0|0|1|2|3
001310|217486000618|M|9|9|0|8|1|0|0
001313|123001007160|T|18|18|0|3|3|2|1
001324|125754002147|T|249|249|1|117|66|48|15
001328|125754002554|T|141|141|0|77|46|14|4
001329|125754003267|M|152|152|0|75|49|19|6
001330|125754003267|T|112|112|0|48|48|14|2
001332|125754003291|M|71|71|0|29|28|9|5
001333|125754003291|T|91|91|0|39|27|18|7
001336|217662000387|C|6|6|0|1|2|2|1
001337|217662000662|C|7|7|0|3|3|1|0
001338|217662000689|C|6|6|0|1|3|0|2
001339|217662000743|C|4|4|0|0|0|1|3
001340|218150000331|M|16|16|1|8|5|2|1
001341|217777000089|C|20|20|0|4|6|4|6
001348|111265000408|M|66|66|0|17|19|13|17
001349|111265000408|T|46|46|0|29|8|5|4
001353|120614000444|C|65|65|0|22|26|9|8
001360|144001001843|T|13|13|0|10|2|0|1
001361|108573000159|M|111|111|1|54|28|18|10
001363|117001006155|M|74|74|0|27|25|11|11
001364|117001006155|T|66|66|0|16|20|15|15
001390|166001006008|M|75|75|0|40|23|7|3
001391|166001006008|T|66|66|0|33|18|9|2
001395|147245001941|M|90|90|1|61|18|9|2
001411|111001092410|T|134|134|0|59|45|23|7
001413|111001093084|M|101|101|0|45|34|18|4
001414|111001094439|M|102|102|0|32|28|24|12
001418|111001096555|M|70|70|0|33|23|7|2
001430|120621000255|M|70|70|0|37|22|9|1
001435|120710000013|M|99|99|1|43|40|10|6
001436|120710000013|T|64|64|0|28|23|9|4
001465|115299000038|C|105|105|0|22|36|26|21
001474|141396000442|T|103|103|0|62|27|9|5
001478|168720000545|C|20|20|0|3|6|9|2
001490|215646000137|C|56|56|0|16|15|16|7
001492|215407000087|M|15|15|0|7|6|1|1
001494|215232000020|M|19|19|0|3|11|2|3
001496|215580000521|C|9|9|0|4|2|2|1
001497|215599000123|C|13|13|0|7|5|1|0
001498|215599000140|C|24|24|0|6|9|5|4
001499|215778000047|C|3|3|0|0|1|2|0
001500|105001003387|T|33|33|0|23|7|3|0
001502|111001086835|M|75|75|0|40|24|6|5
001503|111001086835|T|69|69|0|27|30|10|2
001520|215244000131|C|8|8|0|3|3|1|1
001530|213244000944|M|7|7|0|3|4|0|0
001531|213244001070|M|13|13|0|3|3|2|5
001532|215804000069|C|4|4|0|0|2|2|0
001536|170001003855|M|54|54|0|47|5|1|0
001564|154001009211|M|34|34|0|22|9|2|1
001566|154001000788|T|65|65|0|23|23|10|9
001571|154001001610|T|290|290|0|67|84|64|75
001574|168575000329|M|32|32|0|25|5|2|0
001578|168615000262|M|61|61|0|14|22|13|8
001585|166170000159|M|76|76|0|13|35|20|8
001587|141001000899|M|27|27|1|2|12|10|3
001588|141001001321|M|65|65|1|30|17|8|2
001600|111001102091|M|66|66|0|29|19|11|5
001601|111001102091|T|34|34|0|21|10|2|1
001605|120295000185|M|55|55|0|43|10|1|1
001631|120001000638|T|107|107|1|84|19|4|0
001645|125785000100|M|120|120|0|51|42|17|10
001659|168001000550|T|34|34|0|5|14|9|6
001676|147001000315|C|153|153|1|48|59|34|12
001679|115238000698|M|143|143|0|37|48|27|31
001683|111001045705|M|73|73|0|38|23|8|4
001684|111001045705|T|67|67|1|28|31|4|4
001685|111001045730|T|39|39|0|20|11|5|2
001686|111001046299|M|102|102|0|19|26|30|27
001687|111001046299|T|83|83|0|33|32|9|9
001689|111001046485|M|74|74|1|41|23|9|1
001690|111001046485|T|65|65|0|32|20|10|3
001691|111001046591|M|111|111|0|49|33|15|12
001692|111001046591|T|40|40|0|16|12|9|2
001693|111001046621|M|54|54|0|25|16|9|4
001694|111001046621|T|33|33|1|17|7|6|3
001704|120060000072|M|64|64|0|44|15|5|0
001708|120175001021|M|79|79|0|57|15|6|1
001713|115835000011|C|29|29|0|7|11|7|4
001721|111001086631|M|46|46|0|20|13|9|4
001722|111001086631|T|25|25|1|12|11|2|0
001723|111001086649|M|100|100|0|33|40|22|5
001724|111001086649|T|104|104|0|68|25|7|4
001728|111001086789|M|59|59|0|21|23|5|6
001729|111001086789|T|51|51|1|17|22|9|3
001735|108685000046|T|112|112|0|55|40|12|4
001749|152786000160|M|64|64|0|16|26|13|9
001754|152835000731|M|135|135|1|121|12|1|1
001755|152835000740|M|56|56|1|44|8|2|2
001759|147555000171|M|27|27|0|18|5|4|0
001760|147555000171|T|22|22|1|12|8|1|1
001775|115466000151|C|12|12|0|3|3|2|2
001779|115494000131|C|44|44|1|9|15|11|7
001786|268101000802|C|14|14|0|10|2|2|0
001791|270742000025|M|12|12|0|6|2|3|1
001792|270742000068|M|19|19|0|11|3|5|0
001794|105895001119|T|76|76|0|56|18|0|2
001798|273563000615|M|12|12|0|1|10|1|0
001799|273585000813|M|5|5|0|1|1|3|0
001800|276233000464|M|1|1|0|0|0|0|1
001801|276233000481|M|5|5|0|1|2|2|0
001802|276233000588|M|3|3|0|2|1|0|0
001806|273226000620|M|2|2|0|1|1|0|0
001808|273226001031|M|17|17|0|9|3|3|2
001811|268167000064|M|6|6|0|0|1|2|3
001813|268575000111|M|51|51|0|32|14|5|0
001814|268575000218|M|32|32|0|23|8|0|1
001816|254001003196|M|22|22|0|3|7|6|6
001849|268547000156|M|10|10|0|4|5|1|0
001850|268547000181|M|6|6|0|4|1|0|1
001881|308758077866|T|28|28|0|4|12|6|6
001893|268547000300|M|33|33|0|25|6|2|0
001897|268679000741|M|5|5|0|0|1|1|3
001900|268418000069|M|44|44|0|19|14|8|3
001923|286001002636|C|31|31|1|21|9|1|0
001924|273870000371|M|4|4|0|1|2|1|0
001937|276895000782|M|26|26|0|5|11|8|2
001955|305045001658|T|302|302|0|188|82|17|5
001966|299572000244|M|90|90|0|48|22|15|5
001968|273200000095|M|5|5|0|1|2|2|0
001969|273200000133|M|19|19|0|13|3|2|1
001972|273217000072|M|18|18|1|18|0|0|0
001973|268655001151|M|31|31|0|15|13|2|1
001974|276863000543|M|11|11|0|5|3|1|2
001978|305001003963|M|217|217|0|52|62|44|59
001982|108001013811|T|73|73|1|26|31|9|7
001983|108001013951|T|132|132|1|71|39|14|8
001999|286568001100|M|13|13|0|6|3|2|2
002008|105088000273|M|127|127|0|42|34|35|16
002009|105088000290|T|53|53|0|42|8|1|0
002011|105088000389|T|85|85|0|24|26|24|11
002023|319573000231|M|31|31|0|16|11|2|2
002031|273616000892|M|13|13|0|7|5|1|0
002033|268318000274|C|7|7|0|3|3|1|0
002035|273352000163|M|14|14|0|5|6|2|1
002036|273352000201|M|3|3|0|0|0|1|2
002037|273067001075|M|17|17|0|14|2|0|0
002040|283592003351|M|7|7|0|1|6|0|0
002053|268001001313|M|10|10|0|2|4|2|1
002054|268001002166|M|5|5|0|1|0|1|3
002060|268689002687|C|9|9|0|5|3|1|0
002062|285300000112|M|24|24|0|11|7|5|1
002063|268271000076|C|7|7|0|1|1|2|3
002070|105088000419|T|189|189|0|77|72|25|10
002071|113001000721|T|31|31|0|4|10|8|8
002077|105890001331|C|57|57|0|33|13|4|4
002082|241013000112|C|19|19|0|3|8|5|3
002089|268229000180|M|18|18|0|8|4|5|0
002104|254206000041|M|11|11|0|6|2|2|1
002105|273616000302|M|7|7|0|4|1|1|1
002106|215507000530|C|7|7|0|3|2|2|0
002125|376001021303|M|35|35|1|0|5|9|21
002169|152001006589|M|80|80|1|37|16|17|10
002173|325754002961|M|69|69|0|19|26|12|12
002174|325754002961|T|34|34|0|10|9|9|6
002193|113001029095|T|59|59|0|42|12|4|1
002201|111001107875|M|246|246|0|95|87|37|27
002202|111001107778|M|109|109|0|46|27|22|14
002220|111001107875|T|245|245|0|98|85|44|18
002221|111001107816|T|153|153|0|64|46|20|23
002237|268385000360|C|4|4|0|2|1|0|1
002245|105001025798|M|62|62|0|31|18|7|3
002257|105001011070|T|34|34|0|24|4|5|1
002263|108001000115|T|50|50|1|14|15|14|7
002273|111001107859|T|112|112|1|64|26|13|8
002313|252835003891|M|11|11|0|6|4|1|0
002321|215442000065|C|13|13|0|4|3|3|3
002341|154001004341|T|111|111|0|79|24|8|0
002342|111001107832|T|116|116|0|70|30|14|2
002347|111001107760|T|139|139|1|76|40|17|6
002348|111001107883|T|118|118|0|45|35|28|10
002349|111001107794|M|86|86|0|31|27|18|10
002369|123686000014|M|76|76|0|34|25|13|4
002371|123686000022|M|32|32|0|25|7|0|0
002372|215325000089|C|9|9|0|5|1|0|1
002375|215212000112|C|6|6|0|3|3|0|0
002377|205837001821|M|26|26|1|13|7|6|0
002378|211001032501|T|40|40|0|29|7|3|0
002380|213212000080|M|28|28|1|4|10|8|6
002381|213006001088|M|14|14|0|8|4|0|2
002383|213006001185|M|12|12|0|8|3|0|1
002385|213006001746|M|19|19|1|11|5|2|1
002386|213006001797|M|14|14|0|8|5|1|0
002408|125269000055|M|67|67|0|27|28|8|4
002409|125269000055|T|65|65|0|25|30|5|5
002411|147189004576|M|86|86|1|54|24|5|3
002421|215092000041|C|10|10|0|1|1|3|4
002431|254810002061|M|57|57|1|34|22|1|0
002432|247058000791|M|40|40|0|12|18|5|5
002434|247058000987|T|87|87|0|53|26|8|0
002437|241791000065|C|29|29|0|21|5|2|1
002438|241791000081|C|6|6|0|1|1|2|1
002439|270713000059|M|31|31|1|24|7|0|0
002444|266001004654|M|34|34|0|20|6|5|1
002446|268152000068|C|8|8|0|2|3|1|1
002448|270001000559|M|17|17|1|15|1|1|0
002457|247258000370|M|46|46|0|35|9|1|1
002460|247707000053|M|29|29|0|17|12|0|0
002461|250711000794|M|22|22|0|17|2|1|1
002462|250711000930|M|21|21|0|9|8|2|2
002465|247318000561|M|24|24|0|14|3|6|1
002469|205145000140|C|6|6|0|5|1|0|0
002470|205284000162|C|18|18|0|12|5|1|0
002471|205284000464|C|30|30|0|18|9|2|1
002474|250350000786|M|24|24|0|9|11|3|1
002479|247555000001|M|61|61|0|38|19|4|0
002481|147555000091|M|53|53|1|38|11|4|0
002482|147555000091|T|25|25|0|20|5|0|0
002487|247245000176|M|17|17|0|13|3|1|0
002488|247245000249|M|37|37|0|24|10|1|1
002497|176834000289|M|37|37|0|12|14|4|2
002499|205541000403|C|27|27|0|13|8|3|0
002502|254223000519|C|8|8|0|1|1|5|1
002503|254223000691|C|8|8|0|3|2|3|0
002504|268502000163|C|2|2|0|0|0|0|2
002505|268502000279|C|3|3|0|2|0|1|0
002506|254871000125|C|5|5|0|0|2|2|1
002511|241770000057|C|27|27|0|14|9|3|1
002513|247798000077|M|35|35|0|29|3|1|2
002517|247980000104|T|74|74|0|67|6|1|0
002520|254820000848|M|19|19|0|1|4|6|8
002521|254820000856|C|20|20|0|4|8|5|3
002522|268895000364|C|8|8|0|4|3|1|0
002525|217867000011|C|23|23|1|4|13|6|0
002527|215759000524|M|23|23|0|9|9|5|0
002528|215759000575|M|20|20|0|4|11|1|3
002531|215759000664|M|26|26|0|5|9|8|4
002532|215759000664|T|23|23|0|7|8|5|3
002536|217486000731|M|12|12|0|2|6|4|0
002537|217486000791|M|8|8|0|6|1|1|0
002539|217513000561|C|9|9|0|0|4|4|1
002540|217513000676|C|10|10|0|5|5|0|0
002544|147189001186|M|89|89|0|71|11|3|3
002545|147189001186|T|37|37|0|31|5|1|0
002547|147189001488|M|37|37|1|14|18|4|1
002548|147189001488|T|66|66|1|44|20|0|2
002552|123162001528|T|43|43|0|28|13|2|0
002554|123182000013|M|64|64|0|43|16|3|2
002557|123182000021|M|102|102|1|50|33|11|8
002564|111001041556|M|68|68|0|36|20|8|4
002565|111001041556|T|35|35|0|23|5|3|4
002566|111001044385|M|68|68|1|22|17|15|13
002567|111001044385|T|80|80|0|30|28|11|11
002570|215664000055|C|9|9|0|6|2|1|0
002571|215542000194|C|15|15|0|0|4|6|5
002572|215542000224|C|6|6|0|0|4|1|1
002573|215572000121|M|26|26|0|17|5|3|1
002575|215759001768|T|18|18|0|3|4|7|4
002577|215761000167|C|13|13|0|4|7|1|1
002580|215180000174|C|1|1|0|0|0|0|1
002581|215109000163|C|1|1|0|0|1|0|0
002583|215757000187|C|6|6|0|6|0|0|0
002586|111001045225|M|74|74|0|33|33|7|1
002591|125372000322|M|24|24|0|5|4|6|7
002593|120001067708|T|81|81|0|61|15|5|0
002597|120001068216|T|171|171|0|116|42|11|2
002599|120001068241|T|191|191|1|117|59|10|5
002607|127361000439|M|95|95|1|67|23|4|1
002613|215248000208|C|7|7|0|2|0|5|0
002615|215296000058|C|2|2|0|0|2|0|0
002616|215183000060|C|21|21|0|10|7|2|2
002618|215189000061|C|10|10|0|0|4|3|3
002621|215667000153|C|2|2|0|0|2|0|0
002650|368001005062|T|8|8|0|0|2|2|4
002651|219355000704|M|17|17|0|15|2|0|0
002676|176001037600|T|20|20|0|16|4|0|0
002703|254518001100|C|6|6|0|2|2|2|0
002733|376001012053|M|35|35|0|0|2|12|21
002744|111001107760|M|107|107|0|50|34|13|10
002789|366001003318|M|63|63|0|26|25|8|4
002797|268307000272|T|18|18|0|7|8|2|1
002807|111001107743|M|101|101|0|27|36|15|20
002809|111001107816|M|149|149|0|45|58|25|21
002856|168081000440|M|38|38|0|17|16|2|3
002874|181001000777|T|165|165|0|88|47|20|10
002899|347001004468|M|34|34|0|13|11|7|3
002908|111001107778|T|104|104|0|33|27|28|16
002915|111001107859|M|102|102|1|60|26|11|5
002920|268229000091|M|1|1|0|0|0|0|1
002944|250577000499|M|13|13|0|7|4|1|1
002953|273067001202|M|19|19|0|8|5|5|1
002955|276616000255|M|9|9|0|3|6|0|0
002996|185410001004|M|106|106|0|33|33|21|16
003027|347001051768|M|141|141|1|40|54|38|6
003041|111001107743|T|69|69|0|16|22|16|12
003042|111001107832|M|120|120|0|91|23|3|3
003101|281001000739|M|9|9|1|0|4|4|1
003108|305001012181|M|71|71|0|34|19|11|6
003120|111001108456|T|140|140|0|70|36|24|10
003140|241668000522|C|26|26|0|14|6|6|0
003149|285001001633|M|14|14|0|0|7|5|2
003162|308758003013|T|8|8|0|7|1|0|0
003181|305664000216|C|44|44|0|10|11|14|9
003192|283753001541|M|12|12|0|7|3|1|1
003196|113188000036|M|98|98|1|37|41|16|4
003197|113244000010|M|35|35|0|26|5|1|0
003199|113244000117|M|64|64|0|47|16|0|1
003200|113244000117|T|17|17|1|9|3|5|0
003201|113244000338|M|48|48|1|40|7|1|0
003208|268773001068|C|19|19|0|3|4|5|7
003211|247189003906|M|8|8|0|7|1|0|0
003217|241668000727|C|8|8|0|6|2|0|0
003228|105266000312|T|38|38|0|23|12|2|1
003229|281001001646|M|40|40|1|21|11|6|2
003230|311102000141|M|185|185|0|49|61|43|32
003231|311102000141|T|77|77|0|39|20|12|6
003236|305001005567|M|131|131|0|9|31|26|65
003246|225777000189|M|6|6|0|3|2|1|0
003247|308758002017|T|70|70|1|13|32|16|9
003248|285410000045|M|27|27|0|0|1|0|0
003249|285430000378|M|20|20|0|4|9|6|1
003250|285430000611|M|25|25|0|12|5|7|1
003251|285430000734|M|7|7|0|3|3|1|0
003278|254520000056|C|21|21|0|8|10|2|1
003280|252835000655|M|9|9|0|1|0|7|1
003281|252835000841|M|40|40|0|35|3|2|0
003285|263272000388|M|15|15|0|6|4|3|2
003287|252835004880|M|44|44|0|35|7|2|0
003294|285250000582|M|30|30|0|15|10|3|2
003295|286757000084|M|13|13|0|2|7|4|0
003311|247170000027|T|35|35|1|23|4|6|2
003312|111001012611|T|47|47|0|31|11|5|0
003317|252110000633|M|18|18|0|12|4|2|0
003325|150001005903|M|50|50|1|17|14|7|5
003363|285010000038|M|22|22|0|8|5|4|5
003386|225530000267|C|18|18|0|5|6|5|2
003391|111001047571|T|107|107|1|57|28|15|5
003405|308758002793|M|77|77|0|12|27|18|20
003406|308758002793|T|38|38|0|9|14|9|6
003407|308758002891|M|83|83|0|22|27|21|13
003408|305001003963|T|46|46|0|4|12|17|13
003411|305001004293|M|239|239|0|73|67|46|53
003412|305001004293|T|95|95|0|21|25|26|23
003414|285230000101|M|25|25|0|14|7|4|0
003415|285230000292|M|5|5|0|0|1|3|1
003418|281065001411|M|29|29|0|13|14|2|0
003425|152001000769|M|82|82|1|19|20|26|17
003426|152001000769|T|103|103|0|35|42|16|7
003427|152001000777|M|105|105|0|14|33|25|33
003429|152001000785|T|67|67|0|17|19|22|9
003433|144279000392|M|88|88|1|55|28|4|1
003440|150577000052|M|90|90|0|60|28|1|1
003444|247545000002|M|38|38|0|21|10|6|1
003447|247318000234|M|57|57|0|42|12|3|0
003448|241872000469|C|9|9|0|6|3|0|0
003449|244001000418|M|43|43|0|25|13|4|1
003450|205197000059|C|27|27|0|14|6|4|3
003451|205197000172|C|5|5|0|0|2|1|2
003457|181001001676|M|35|35|1|2|12|10|11
003463|173001006896|T|31|31|1|16|10|5|0
003467|205495000312|M|31|31|0|22|8|1|0
003469|205034000256|C|54|54|0|24|22|6|1
003471|205034000299|C|11|11|0|6|3|2|0
003472|205034000345|C|25|25|0|11|10|3|1
003473|308758003480|M|30|30|0|8|7|10|5
003475|294001000911|M|21|21|0|17|4|0|0
003479|225769060580|M|15|15|0|8|2|3|0
003481|241001000711|C|15|15|0|10|4|1|0
003482|241001001890|C|8|8|0|1|7|0|0
003484|241524000064|C|11|11|0|3|7|1|0
003492|111001065056|M|34|34|0|4|8|14|7
003496|313473000251|M|102|102|1|58|36|7|1
003522|152001000661|M|233|233|1|68|82|41|28
003536|173671000228|M|28|28|1|9|11|5|3
003548|176109000605|M|21|21|0|18|3|0|0
003549|176109000605|T|30|30|0|23|6|1|0
003551|176109000648|T|68|68|0|46|16|5|1
003554|168081000407|T|33|33|0|7|14|6|4
003578|176147000236|M|74|74|0|36|18|15|5
003597|286568000219|M|9|9|0|1|5|0|3
003598|295105000987|M|11|11|0|2|6|2|1
003604|308001011451|T|187|187|1|103|52|24|8
003644|286320001413|M|24|24|1|12|10|1|1
003645|273268000506|M|26|26|0|12|7|4|2
003651|241298000901|C|14|14|0|2|8|2|2
003652|241791000821|C|36|36|0|22|10|4|0
003659|268377000172|C|19|19|0|9|7|2|1
003661|154001005208|T|65|65|1|23|17|20|5
003679|111279000061|M|103|103|0|25|39|22|16
003680|111279000061|T|96|96|1|46|38|9|3
003683|111279000168|M|140|140|1|44|50|25|16
003684|111279000168|T|128|128|0|60|46|17|5
003685|111279000184|M|67|67|0|23|31|6|6
003686|111279000362|M|69|69|1|23|29|14|3
003687|111279000362|T|29|29|0|5|12|5|7
003696|205120000366|C|46|46|0|21|16|6|3
003697|205120000391|M|41|41|0|29|12|0|0
003698|111001075736|M|72|72|0|33|28|8|3
003699|111001075736|T|34|34|0|13|14|6|1
003708|176834000394|M|41|41|0|20|11|6|4
003709|283001002095|M|16|16|1|1|6|8|1
003711|105055000022|C|47|47|1|18|17|7|5
003714|111001098906|M|88|88|0|46|28|11|3
003715|111001098906|T|84|84|0|52|22|5|4
003719|111001012815|M|52|52|0|17|15|9|9
003724|111001013102|M|80|80|0|38|29|8|4
003728|108001002771|T|23|23|1|13|7|1|2
003748|250711001235|M|22|22|0|18|4|0|0
003757|252678000433|M|7|7|0|3|2|1|0
003759|268385000050|C|6|6|0|1|4|0|1
