ESTU_CONSECUTIVO|GRUPO|N|ESTRATO|APLICACION|GRADO|JORNADA|COD_DANE|ENTETERR|DEPARTAMENTO|MUNICIPIO|SEXO|SECTOR|ZONA|ZONASTAB|CALENDARIO|NIVEL|LENG_COPIETAS|LENG_WEIGHT|LENG_SCORE1|LENG_SCORE2|LENG_SCORE3|LENG_SCORE4|LENG_SCORE5|MATE_COPIETAS|MATE_WEIGHT|MATE_SCORE1|MATE_SCORE2|MATE_SCORE3|MATE_SCORE4|MATE_SCORE5
V201750000023|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,86897|1,86897|1,86897|1,86897|1,86897|0|1|1,5407|1,5407|1,5407|1,5407|1,5407||||||||||||||
V201750000024|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,66817|0,66817|0,66817|0,66817|0,66817|0|1|1,3702|1,3702|1,3702|1,3702|1,3702||||||||||||||
V201750000025|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,90033|0,90033|0,90033|0,90033|0,90033|0|1|1,59649|1,59649|1,59649|1,59649|1,59649||||||||||||||
V201750000026|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,31256|1,31256|1,31256|1,31256|1,31256|0|1|2,56724|2,56724|2,56724|2,56724|2,56724||||||||||||||
V201750000027|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|0,94138|0,94138|0,94138|0,94138|0,94138|0|1|1,69331|1,69331|1,69331|1,69331|1,69331||||||||||||||
V201750000028|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,55718|1,55718|1,55718|1,55718|1,55718|0|1|2,45167|2,45167|2,45167|2,45167|2,45167||||||||||||||
V201750000029|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,66585|1,66585|1,66585|1,66585|1,66585|0|1|1,01754|1,01754|1,01754|1,01754|1,01754||||||||||||||
V201750000030|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,28361|0,28361|0,28361|0,28361|0,28361|0|1|-0,51881|-0,51881|-0,51881|-0,51881|-0,51881||||||||||||||
V201750000031|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,39092|2,39092|2,39092|2,39092|2,39092|0|1|2,43576|2,43576|2,43576|2,43576|2,43576||||||||||||||
V201750000032|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,79097|2,79097|2,79097|2,79097|2,79097|0|1|2,74696|2,74696|2,74696|2,74696|2,74696||||||||||||||
V201750000033|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,71603|1,71603|1,71603|1,71603|1,71603|0|1|0,65006|0,65006|0,65006|0,65006|0,65006||||||||||||||
V201750000034|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,42515|1,42515|1,42515|1,42515|1,42515|0|1|1,48505|1,48505|1,48505|1,48505|1,48505||||||||||||||
V201750000035|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,08786|2,08786|2,08786|2,08786|2,08786|0|1|0,32175|0,32175|0,32175|0,32175|0,32175||||||||||||||
V201750000036|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,38138|0,38138|0,38138|0,38138|0,38138|0|1|0,55523|0,55523|0,55523|0,55523|0,55523||||||||||||||
V201750000037|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|0,52602|0,52602|0,52602|0,52602|0,52602|0|1|0,147|0,147|0,147|0,147|0,147||||||||||||||
V201750000038|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-0,01063|-0,01063|-0,01063|-0,01063|-0,01063|0|1|1,42207|1,42207|1,42207|1,42207|1,42207||||||||||||||
V201750000039|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,19661|2,19661|2,19661|2,19661|2,19661|0|1|2,39752|2,39752|2,39752|2,39752|2,39752||||||||||||||
V201750000040|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,07834|1,07834|1,07834|1,07834|1,07834|0|1|1,48426|1,48426|1,48426|1,48426|1,48426||||||||||||||
V201750000041|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,30669|1,30669|1,30669|1,30669|1,30669|0|1|2,13091|2,13091|2,13091|2,13091|2,13091||||||||||||||
V201750000042|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,35632|1,35632|1,35632|1,35632|1,35632|0|1|0,42722|0,42722|0,42722|0,42722|0,42722||||||||||||||
V201750000043|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,63567|1,63567|1,63567|1,63567|1,63567|0|1|2,69612|2,69612|2,69612|2,69612|2,69612||||||||||||||
V201750000044|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,1973|2,1973|2,1973|2,1973|2,1973|0|1|2,54676|2,54676|2,54676|2,54676|2,54676||||||||||||||
V201750000045|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,15751|2,15751|2,15751|2,15751|2,15751|0|1|1,14191|1,14191|1,14191|1,14191|1,14191||||||||||||||
V201750000046|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,19144|2,19144|2,19144|2,19144|2,19144|0|1|2,07803|2,07803|2,07803|2,07803|2,07803||||||||||||||
V201750000047|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,56869|1,56869|1,56869|1,56869|1,56869|0|1|2,66044|2,66044|2,66044|2,66044|2,66044||||||||||||||
V201750000048|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,73853|1,73853|1,73853|1,73853|1,73853|0|1|2,06537|2,06537|2,06537|2,06537|2,06537||||||||||||||
V201750000049|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,63034|1,63034|1,63034|1,63034|1,63034|0|1|0,1471|0,1471|0,1471|0,1471|0,1471||||||||||||||
V201750000050|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,56925|2,56925|2,56925|2,56925|2,56925|0|1|1,04514|1,04514|1,04514|1,04514|1,04514||||||||||||||
V201750000051|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,20955|2,20955|2,20955|2,20955|2,20955|0|1|0,87359|0,87359|0,87359|0,87359|0,87359||||||||||||||
V201750000052|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,82142|1,82142|1,82142|1,82142|1,82142|0|1|1,92433|1,92433|1,92433|1,92433|1,92433||||||||||||||
V201750000053|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,60303|1,60303|1,60303|1,60303|1,60303|0|1|0,44622|0,44622|0,44622|0,44622|0,44622||||||||||||||
V201750000054|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,94138|0,94138|0,94138|0,94138|0,94138|0|1|2,18691|2,18691|2,18691|2,18691|2,18691||||||||||||||
V201750000055|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,13011|2,13011|2,13011|2,13011|2,13011|0|1|3,00624|3,00624|3,00624|3,00624|3,00624||||||||||||||
V201750000056|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,6028|1,6028|1,6028|1,6028|1,6028|0|1|1,44032|1,44032|1,44032|1,44032|1,44032||||||||||||||
V201750000057|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,62711|2,62711|2,62711|2,62711|2,62711|0|1|2,6164|2,6164|2,6164|2,6164|2,6164||||||||||||||
V201750000058|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,42815|1,42815|1,42815|1,42815|1,42815|0|1|2,34022|2,34022|2,34022|2,34022|2,34022||||||||||||||
V201750000059|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,08618|1,08618|1,08618|1,08618|1,08618|0|1|1,18547|1,18547|1,18547|1,18547|1,18547||||||||||||||
V201750000060|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,87996|1,87996|1,87996|1,87996|1,87996|0|1|2,38067|2,38067|2,38067|2,38067|2,38067||||||||||||||
V201750000061|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-0,91165|-0,91165|-0,91165|-0,91165|-0,91165|0|1|-0,72029|-0,72029|-0,72029|-0,72029|-0,72029||||||||||||||
V201750000062|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,47789|2,47789|2,47789|2,47789|2,47789|0|1|2,57033|2,57033|2,57033|2,57033|2,57033||||||||||||||
V201750000063|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,12459|0,12459|0,12459|0,12459|0,12459|0|1|1,09878|1,09878|1,09878|1,09878|1,09878||||||||||||||
V201750000064|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,57634|1,57634|1,57634|1,57634|1,57634|0|1|3,16407|3,16407|3,16407|3,16407|3,16407||||||||||||||
V201750000065|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,6199|0,6199|0,6199|0,6199|0,6199|0|1|0,18084|0,18084|0,18084|0,18084|0,18084||||||||||||||
V201750000066|99|194|0000092|X|5|005587|311001090921|12|11|11001|3|2|1|1|A|4|x|0|0|1|0,90963|0,90963|0,90963|0,90963|0,90963|0|1|-2,49245|-2,49245|-2,49245|-2,49245|-2,49245||||||||||||||
V201750000067|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,94832|0,94832|0,94832|0,94832|0,94832|0|1|1,97374|1,97374|1,97374|1,97374|1,97374||||||||||||||
V201750000068|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,37342|1,37342|1,37342|1,37342|1,37342|0|1|0,88968|0,88968|0,88968|0,88968|0,88968||||||||||||||
V201750000069|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,3397|1,3397|1,3397|1,3397|1,3397|0|1|1,8227|1,8227|1,8227|1,8227|1,8227||||||||||||||
V201750000070|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,40968|0,40968|0,40968|0,40968|0,40968|0|1|1,7288|1,7288|1,7288|1,7288|1,7288||||||||||||||
V201750000071|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-0,08547|-0,08547|-0,08547|-0,08547|-0,08547|0|1|-0,68933|-0,68933|-0,68933|-0,68933|-0,68933||||||||||||||
V201750000072|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,42506|1,42506|1,42506|1,42506|1,42506|0|1|1,13362|1,13362|1,13362|1,13362|1,13362||||||||||||||
V201750000073|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,49831|0,49831|0,49831|0,49831|0,49831|0|1|1,94209|1,94209|1,94209|1,94209|1,94209||||||||||||||
V201750000074|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,26351|2,26351|2,26351|2,26351|2,26351|0|1|1,52892|1,52892|1,52892|1,52892|1,52892||||||||||||||
V201750000075|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,31408|0,31408|0,31408|0,31408|0,31408|0|1|0,99389|0,99389|0,99389|0,99389|0,99389||||||||||||||
V201750000076|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,81339|0,81339|0,81339|0,81339|0,81339|0|1|1,18704|1,18704|1,18704|1,18704|1,18704||||||||||||||
V201750000077|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,76325|0,76325|0,76325|0,76325|0,76325|0|1|3,38176|3,38176|3,38176|3,38176|3,38176||||||||||||||
V201750000078|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,48097|0,48097|0,48097|0,48097|0,48097|0|1|1,00645|1,00645|1,00645|1,00645|1,00645||||||||||||||
V201750000079|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,66537|0,66537|0,66537|0,66537|0,66537|0|1|1,75856|1,75856|1,75856|1,75856|1,75856||||||||||||||
V201750000080|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,83392|1,83392|1,83392|1,83392|1,83392|0|1|1,53489|1,53489|1,53489|1,53489|1,53489||||||||||||||
V201750000081|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,48475|0,48475|0,48475|0,48475|0,48475|0|1|1,34509|1,34509|1,34509|1,34509|1,34509||||||||||||||
V201750000082|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-0,15787|-0,15787|-0,15787|-0,15787|-0,15787|0|1|0,02056|0,02056|0,02056|0,02056|0,02056||||||||||||||
V201750000083|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,50258|1,50258|1,50258|1,50258|1,50258|0|1|0,63265|0,63265|0,63265|0,63265|0,63265||||||||||||||
V201750000084|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,51243|1,51243|1,51243|1,51243|1,51243|0|1|2,63692|2,63692|2,63692|2,63692|2,63692||||||||||||||
V201750000085|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,94264|0,94264|0,94264|0,94264|0,94264|0|1|1,45082|1,45082|1,45082|1,45082|1,45082||||||||||||||
V201750000086|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|0,04367|0,04367|0,04367|0,04367|0,04367|0|1|0,3876|0,3876|0,3876|0,3876|0,3876||||||||||||||
V201750000087|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-0,12665|-0,12665|-0,12665|-0,12665|-0,12665|0|1|1,01545|1,01545|1,01545|1,01545|1,01545||||||||||||||
V201750000088|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,92719|1,92719|1,92719|1,92719|1,92719|0|1|1,8405|1,8405|1,8405|1,8405|1,8405||||||||||||||
V201750000089|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,09556|1,09556|1,09556|1,09556|1,09556|0|1|0,9292|0,9292|0,9292|0,9292|0,9292||||||||||||||
V201750000090|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-1,00073|-1,00073|-1,00073|-1,00073|-1,00073|0|1|-0,36381|-0,36381|-0,36381|-0,36381|-0,36381||||||||||||||
V201750000091|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,55057|1,55057|1,55057|1,55057|1,55057|0|1|1,74789|1,74789|1,74789|1,74789|1,74789||||||||||||||
V201750000092|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,27012|1,27012|1,27012|1,27012|1,27012|0|1|1,91624|1,91624|1,91624|1,91624|1,91624||||||||||||||
V201750000093|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,12653|1,12653|1,12653|1,12653|1,12653|0|1|0,7956|0,7956|0,7956|0,7956|0,7956||||||||||||||
V201750000094|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,04642|1,04642|1,04642|1,04642|1,04642|0|1|1,37946|1,37946|1,37946|1,37946|1,37946||||||||||||||
V201750000095|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,50367|2,50367|2,50367|2,50367|2,50367|0|1|3,17951|3,17951|3,17951|3,17951|3,17951||||||||||||||
V201750000096|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,52225|1,52225|1,52225|1,52225|1,52225|0|1|2,81337|2,81337|2,81337|2,81337|2,81337||||||||||||||
V201750000097|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|-0,27337|-0,27337|-0,27337|-0,27337|-0,27337|0|1|-0,25443|-0,25443|-0,25443|-0,25443|-0,25443||||||||||||||
V201750000098|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,07473|2,07473|2,07473|2,07473|2,07473|0|1|1,5768|1,5768|1,5768|1,5768|1,5768||||||||||||||
V201750000099|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|0,76236|0,76236|0,76236|0,76236|0,76236|0|1|1,15647|1,15647|1,15647|1,15647|1,15647||||||||||||||
V201750000100|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,58056|2,58056|2,58056|2,58056|2,58056|0|1|1,61479|1,61479|1,61479|1,61479|1,61479||||||||||||||
V201750000101|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,91938|1,91938|1,91938|1,91938|1,91938|0|1|3,0883|3,0883|3,0883|3,0883|3,0883||||||||||||||
V201750000102|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,1364|1,1364|1,1364|1,1364|1,1364|0|1|0,51368|0,51368|0,51368|0,51368|0,51368||||||||||||||
V201750000103|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,84388|1,84388|1,84388|1,84388|1,84388|0|1|1,99569|1,99569|1,99569|1,99569|1,99569||||||||||||||
V201750000104|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|2,36903|2,36903|2,36903|2,36903|2,36903|0|1|2,28961|2,28961|2,28961|2,28961|2,28961||||||||||||||
V201750000105|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,04036|1,04036|1,04036|1,04036|1,04036|0|1|1,19045|1,19045|1,19045|1,19045|1,19045||||||||||||||
V201750000106|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,02844|2,02844|2,02844|2,02844|2,02844|0|1|1,92457|1,92457|1,92457|1,92457|1,92457||||||||||||||
V201750000107|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,05986|2,05986|2,05986|2,05986|2,05986|0|1|1,75683|1,75683|1,75683|1,75683|1,75683||||||||||||||
V201750000108|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,21271|2,21271|2,21271|2,21271|2,21271|0|1|2,78654|2,78654|2,78654|2,78654|2,78654||||||||||||||
V201750000109|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,38903|1,38903|1,38903|1,38903|1,38903|0|1|2,11549|2,11549|2,11549|2,11549|2,11549||||||||||||||
V201750000110|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|2,13584|2,13584|2,13584|2,13584|2,13584|0|1|2,41368|2,41368|2,41368|2,41368|2,41368||||||||||||||
V201750000111|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,73229|1,73229|1,73229|1,73229|1,73229|0|1|2,78505|2,78505|2,78505|2,78505|2,78505||||||||||||||
V201750000112|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,26708|1,26708|1,26708|1,26708|1,26708|0|1|1,7239|1,7239|1,7239|1,7239|1,7239||||||||||||||
V201750000113|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|3,25581|3,25581|3,25581|3,25581|3,25581|0|1|2,61428|2,61428|2,61428|2,61428|2,61428||||||||||||||
V201750000114|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|3,00504|3,00504|3,00504|3,00504|3,00504|0|1|3,57295|3,57295|3,57295|3,57295|3,57295||||||||||||||
V201750000115|99|194|0000092|X|5|005587|311001090921|12|11|11001|1|2|1|1|A|4|x|0|0|1|1,81035|1,81035|1,81035|1,81035|1,81035|0|1|1,26291|1,26291|1,26291|1,26291|1,26291||||||||||||||
V201750000116|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,60109|1,60109|1,60109|1,60109|1,60109|0|1|2,84181|2,84181|2,84181|2,84181|2,84181||||||||||||||
V201750000117|99|194|0000092|X|5|005587|311001090921|12|11|11001|2|2|1|1|A|4|x|0|0|1|1,68585|1,68585|1,68585|1,68585|1,68585|0|1|1,62429|1,62429|1,62429|1,62429|1,62429||||||||||||||
